Offset(P)            #Ptr   #Hnd Access Name
0x000000001e1f2a78      2      1 ------ \Device\Afd\Endpoint
0x000000001e1f2d30      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0x000000001e1f2e10      1      1 RW---- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0x000000001e1f32c0      1      1 ------ \Device\NamedPipe\epmapper
0x000000001e1f4038      2      1 ------ \Device\NamedPipe\epmapper
0x000000001e1f4f80      1      1 ------ \Device\NamedPipe\epmapper
0x000000001e1f8320      2      1 ------ \Device\Afd\Endpoint
0x000000001e1fd518      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\FirewallAPI.dll
0x000000001e1fda30      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-1c8-0
0x000000001e1fe918      2      1 ------ \Device\Afd\Endpoint
0x000000001e1fec80      2      1 RW-r-- \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms
0x000000001e1ffc28      2      1 ------ \Device\Afd\Endpoint
0x000000001e423c18      1      1 ------ \Device\HarddiskVolume1\Windows\bootstat.dat
0x000000001e423cd8      1      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl
0x000000001e4a4ef0      8      0 R--rwd \Device\HarddiskVolume1\Windows\Resources\Ease of Access Themes\basic.theme
0x000000001e4a77a8      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e4b0cf0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e4bac48      5      0 ------ \Device\HarddiskVolume1\Windows\System32\locale.nls
0x000000001e4bb038      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imm32.dll
0x000000001e4bb818      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wininit.exe
0x000000001e4c5418      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001e4ca700      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\wbemcore.dll
0x000000001e4cadf0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptbase.dll
0x000000001e4cb1e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e4cb360     13      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e4cbb68      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winlogon.exe
0x000000001e4cf830      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\IDStore.dll
0x000000001e4d75c8     10      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\fween-US.res
0x000000001e4d7a70      3      1 R--rwd \Device\HarddiskVolume1\Windows\System32\wbem\MOF
0x000000001e4daad8      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\fdPnp.dll
0x000000001e4f18e8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\RpcRtRemote.dll
0x000000001e4f4618      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WindowsPowerShell\v1.0\pwrshsip.dll
0x000000001e4f4df0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\vaultcli.dll
0x000000001e4f57c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001e4f6598      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\FXSMON.dll
0x000000001e4f6660      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\eappcfg.dll
0x000000001e4f7310      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca
0x000000001e4f7780      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\vmictimeprovider.dll
0x000000001e4f9a30      5      3 ------ \Device\Afd\Endpoint
0x000000001e4fa208      8      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\marlett.ttf
0x000000001e4fa710      3      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\editenglo.dll
0x000000001e4fa7d8      1      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.ci
0x000000001e4faf80     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\dxtrans.dll
0x000000001e4fd648      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001e4fd7d0      2      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\list_i.txt
0x000000001e4fdb20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e4fdf48      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001e4fecc8      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001e4ffa98      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001e500aa0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\fastprox.dll
0x000000001e500b68      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mscories.dll
0x000000001e501b08      7      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\deployPkgPlugin.dll
0x000000001e505730      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\LogonUI.exe
0x000000001e505c78      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WinMgmtR.dll
0x000000001e505e58      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winsta.dll
0x000000001e5063c8      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\autoLogon.dll
0x000000001e7e1500      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Security Configuration Management.lnk
0x000000001e7eebb8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\synceng.dll
0x000000001e7ef5b0      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdscore.dll
0x000000001e7ef9c0     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e7f00e8     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e7f0510     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e7f0a10     17      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl
0x000000001e7f57b8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Remote Assistance.lnk
0x000000001e7f5d80     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001e7f8340      2      1 ------ \Device\Afd\Endpoint
0x000000001e7f94b8      2      1 ------ \Device\Afd\Endpoint
0x000000001e7f9f50      8      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswEngLdr.dll
0x000000001e7fb288     17      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x000000001e7fb558     17      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0x000000001e7fb600     17      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl
0x000000001ea09220      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001ea0c8a0      1      1 RW---- \Device\HarddiskVolume1\Users\John Doe\ntuser.dat.LOG1
0x000000001ea0e2f8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\regsvr32.exe
0x000000001ea19830      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ea21628      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wuauclt.exe
0x000000001ea370f0      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\DEFAULT
0x000000001ea37290      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winsrv.dll
0x000000001ea37348      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\csrsrv.dll
0x000000001ea377e8      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\DEFAULT.LOG1
0x000000001ea37890      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\DEFAULT.LOG2
0x000000001ea37a00      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\DEFAULT
0x000000001ea37f80      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\smss.exe
0x000000001ea3b230      3      0 R--r-- \Device\HarddiskVolume1\Windows\System32\apisetschema.dll
0x000000001ea3d8b8      1      1 RW---- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x000000001ea3df80     11      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\report\ScriptShield.txt
0x000000001ea3e328      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001ea3f610      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ntshrui.dll
0x000000001ea40248      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mycomput.dll
0x000000001ea572f0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\VaultCredProvider.dll
0x000000001ea57968      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\accessibilitycpl.dll
0x000000001ea798c0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dssenh.dll
0x000000001eacaaf0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eacac28      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\SYSTEM
0x000000001eacad48      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wininet.dll
0x000000001eacaec8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nsi.dll
0x000000001eacde30      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM
0x000000001eacded8      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SOFTWARE.LOG2
0x000000001eacdf80      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\config\SYSTEM.LOG1
0x000000001ead42a8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comdlg32.dll
0x000000001ead4c58      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shell32.dll
0x000000001ead5a98      3      1 RW--w- \Device\HarddiskVolume1\pagefile.sys
0x000000001eadc860      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\cscui.dll
0x000000001eade4a8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini
0x000000001eadebc8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001eadf038      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\sblo.dll
0x000000001eadfbe8      3      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WSDMon.dll
0x000000001eae0180      1      1 ------ \Device\Afd\Endpoint
0x000000001eae0a28      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\vbscript.dll
0x000000001eae1570      7      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\AhResBhv.dll
0x000000001eae4408      1      1 RW-r-- \Device\HarddiskVolume1\ProgramData\AVAST Software\Avast\log\selfdef.log
0x000000001eae48b0      1      1 R--rw- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast
0x000000001eae5f08     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx
0x000000001eafe1c8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\usp10.dll
0x000000001eaff8f8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\setupapi.dll
0x000000001eb00da0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\kernel32.dll
0x000000001eb0e538     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eb0e6f8      1      1 RW-r-d \Device\HarddiskVolume1\Windows\System32\wdi\LogFiles\WdiContextLog.etl.003
0x000000001eb10a18      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001eb10c40      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\normaliz.dll
0x000000001eb10e70      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eb20be0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winrnr.dll
0x000000001eb20c98      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\iphlpsvc.dll
0x000000001eb20dc8     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eb224f8      7      0 ------ \Device\HarddiskVolume1\Windows\System32\C_1251.NLS
0x000000001eb225b0      7      0 ------ \Device\HarddiskVolume1\Windows\System32\C_1256.NLS
0x000000001eb289b8     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eb28a60      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x000000001eb28ed8      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eb53a70      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\user32.dll
0x000000001eb53c48      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\urlmon.dll
0x000000001ed267f0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WindowsCodecs.dll
0x000000001ed29960      1      1 RW-rwd \Device\clfs\SystemRoot\System32\Config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM
0x000000001ed29ac0      2      1 RW-rw- \Device\clfs\SystemRoot\System32\Config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM
0x000000001ed2b6a0      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\networkexplorer.dll
0x000000001ed2b9c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001ed2d038      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\syncui.dll
0x000000001ed2d170      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000001ed2d330     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ed2d628      6      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll
0x000000001ed2dd38      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000001ed2e1e0      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000001ed2ee70      3      1 RW-r-- \Device\clfsTxfLog
0x000000001ed2fae0      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\activeds.dll
0x000000001ed301a8      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000001ed314f8      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msutb.dll
0x000000001ed31988      3      0 R--rwd \Device\HarddiskVolume1\Windows\System32\stobject.dll
0x000000001ed37a88      3      0 R--r-- \Device\HarddiskVolume1\Windows\System32\ntdll.dll
0x000000001ed3cac8     11      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ed3cbf0      5      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ed3cc98      2      1 RW-r-- \Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x000000001ed3e2e8      1      1 RWD--- \Device\HarddiskVolume1\Windows\System32\config\RegBack\SOFTWARE
0x000000001ed418f0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WMIsvc.dll
0x000000001ed41998      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms
0x000000001ed4b9f0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sechost.dll
0x000000001ed4d038      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ws2_32.dll
0x000000001ed4d180      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ole32.dll
0x000000001ed4d950      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msctf.dll
0x000000001ed4e1b8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\advapi32.dll
0x000000001ed4e3a0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\oleaut32.dll
0x000000001ed4e510      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imagehlp.dll
0x000000001ed50bc0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\shlwapi.dll
0x000000001ed6c860      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{d47b6bc4-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001ed6cc08      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\iesetup.dll
0x000000001ed833a8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\iertutil.dll
0x000000001ed884a0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msvcrt.dll
0x000000001ed885a8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\lpk.dll
0x000000001ed89bf8      4      0 R----- \Device\CdRom0$PATH_TABLE$
0x000000001ed8b128      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\psapi.dll
0x000000001ed8b6e8      4      0 R----- \Device\CdRom0\
0x000000001ed8c280      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imm32.dll
0x000000001ed8c348      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\crypt32.dll
0x000000001ed8c9e8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Wldap32.dll
0x000000001ed8e188      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rpcrt4.dll
0x000000001ed8e420      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\difxapi.dll
0x000000001ed90b40      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mlang.dll
0x000000001ed90e10      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\clbcatq.dll
0x000000001ed912a8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wintrust.dll
0x000000001ed91360      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\KernelBase.dll
0x000000001ed91a50      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\devobj.dll
0x000000001ed91d70      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\gdi32.dll
0x000000001eda1038      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comctl32.dll
0x000000001eda1220      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msasn1.dll
0x000000001eda1a68      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cfgmgr32.dll
0x000000001eda1e50     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001edacb10      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Data Sources (ODBC).lnk
0x000000001edad508     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001edadae8     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001edadcf8     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001edade88      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Media Player.lnk
0x000000001edae148      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msidcrl30.dll
0x000000001edae6c8      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001edaec48      8      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001edb6220      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\en-US\cmd.exe.mui
0x000000001edb68b8      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001edbfef0      2      1 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9\comctl32.dll.mui
0x000000001edc08c0      2      1 RW-r-- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat{0af3b11d-5c58-11e2-8885-000c29d02d2d}.TM.blf
0x000000001edc3bb0      8      0 R--r-d \Device\HarddiskVolume1\Windows\WindowsShell.Manifest
0x000000001edc5b70      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\SNTSearch.dll
0x000000001edc6568      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001edc8a68      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Credentials
0x000000001edcb6d0      1      1 RW---- \Device\HarddiskVolume1\Users\John Doe\NTUSER.DAT
0x000000001edcb978      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000001edcdd70      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WlS0WndH.dll
0x000000001ede6638      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Windows Update.lnk
0x000000001edeb848      5      0 R--rwd \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v2.0.50727\mscorie.dll
0x000000001edebd60     10      1 RW-r-- \Device\HarddiskVolume1\Windows\Tasks\SCHEDLGU.TXT
0x000000001edece18     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\oleaccrc.dll.mui
0x000000001ededef0      7      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\tklo.dll
0x000000001edf8a20      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\Desktop.ini
0x000000001edf8df8      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{d47b6bcf-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001edf8f80      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\umb.dll
0x000000001ee7e100      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{d47b6b68-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001ee7e238     15      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ee7e728      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ee7e8e0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ee81758      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ee81a80      2      1 RW-rw- \Device\clfsKtmLog
0x000000001ee81ca8      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000001ee88218      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bcrypt.dll
0x000000001ee88530      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wsecedit.dll
0x000000001ee88890      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncrypt.dll
0x000000001ee88cb8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\authz.dll
0x000000001ee8b8b8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msimg32.dll
0x000000001ee98740     17      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000001ee988d8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ulib.dll
0x000000001ee9be20     10      0 RW-rwd \Device\HarddiskVolume1\$LogFile
0x000000001ee9d6e0     16      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ee9ee80      3      0 RW-rwd \Device\HarddiskVolume1\$MftMirr
0x000000001eea5728     17      0 RW-rwd \Device\HarddiskVolume1\$Mft
0x000000001eea5f80     15      0 RW-rwd \Device\HarddiskVolume1\$BitMap
0x000000001eea7cd8      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{0af3b13f-5c58-11e2-8885-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001eeb0288      3      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\ashBase.dll
0x000000001eeb0340      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001eeb1168     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000001eeb1b70      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\batmeter.dll
0x000000001eeb1d48      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eeb7540      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\aclui.dll
0x000000001eeb7690     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001eeb7d08      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001eebad58      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001ef39100      1      1 R----- \Device\HarddiskVolume1\System Volume Information\{d47b6b68-5c11-11e2-bb81-000c29d02d2d}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000001ef39238     15      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef39728      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef398e0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef3c758      1      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001ef3ca80      2      1 RW-rw- \Device\clfsKtmLog
0x000000001ef3cca8      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000001ef43218      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bcrypt.dll
0x000000001ef43530      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wsecedit.dll
0x000000001ef43890      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncrypt.dll
0x000000001ef43cb8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\authz.dll
