Offset(P)            #Ptr   #Hnd Access Name
0x000000001fd62b68      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\xmlsecurity.dll
0x000000001fd62d78      8      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000001fd64180      7      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\swriter.exe
0x000000001fd645b8      5      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\pyuno.pyd
0x000000001fd64710      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd64a70      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\PortableDeviceTypes.dll
0x000000001fd64f80      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows Firewall with Advanced Security.lnk
0x000000001fd652d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd65b78      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x000000001fd66398      1      1 ------ \Device\Afd\Endpoint
0x000000001fd66588      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001fd66640      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ELSCore.dll
0x000000001fd66770      2      1 ------ \Device\Afd\Endpoint
0x000000001fd66a68      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd69b68      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drmv2clt.dll
0x000000001fd6e630      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fd6e758     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd6e880      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fd6e9a8      4      0 R--r-d \Device\HarddiskVolume1\Windows\ehome\ehSSO.dll
0x000000001fd6ea60     10      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx
0x000000001fd72038      1      1 ------ \Device\Afd\Endpoint
0x000000001fd74480     11      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000001fd74d28      8      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.wid
0x000000001fd75038      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mfplat.dll
0x000000001fd75910      8      0 R----- \Device\HarddiskVolume1\Windows\Prefetch\SEARCHFILTERHOST.EXE-AA7A1FDD.pf
0x000000001fd75a08      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmp.dll
0x000000001fd75b00      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd75cc8     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd75e48      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mscoree.dll
0x000000001fd75f40      8      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\updchk.dll
0x000000001fd76e10      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd78400      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Default Programs.lnk
0x000000001fd78908      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca
0x000000001fd78a60      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ieframe.dll
0x000000001fd78f10      8      0 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000001fd7ecf8      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.2.regtrans-ms
0x000000001fd80188      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001fd803a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd80460      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\userinit.exe
0x000000001fd80560      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\QUTIL.DLL
0x000000001fd80650      1      1 R--rw- \Device\HarddiskVolume1\Users\John Doe\Documents
0x000000001fd80ac0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd80bc0      2      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\list_d.txt
0x000000001fd80cc0      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000001fd81038      7      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\arial.ttf
0x000000001fd810f8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd81558      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd81868      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\oleaccrc.dll
0x000000001fd81bb8      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd81ca0      7      0 R--rwd \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4973eb1d754a9dc9\MFC90ENU.DLL
0x000000001fd81df8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\srchadmin.dll
0x000000001fd82bc8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd82c80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001fd83618      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fd83928     10      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.ci
0x000000001fd83cf8      1      1 ------ \Device\Afd\Endpoint
0x000000001fd84e50      6      1 R--r-d \Device\HarddiskVolume1\Windows\System32\mshtml.tlb
0x000000001fd85610      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Libraries
0x000000001fd85a90      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd85b90      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WinSCard.dll
0x000000001fd85cc0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cscobj.dll
0x000000001fd890f8      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\QAGENT.DLL
0x000000001fd893c0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\verclsid.exe
0x000000001fd895e8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imapi2.dll
0x000000001fd897d0      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msshooks.dll
0x000000001fd89980      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\hgcpl.dll
0x000000001fd89a38      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssvp.dll
0x000000001fd89af0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SearchFilterHost.exe
0x000000001fd89d18      5      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\icudt49.dll
0x000000001fd8b8b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd8c090     16      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winbrand.dll
0x000000001fd8d3d8      1      1 ------ \Device\Afd\Endpoint
0x000000001fd8e270      7      0 R--r-- \Device\HarddiskVolume1\Users\John Doe\Documents\Procedure Winpmemdump.odt
0x000000001fd8e490      3      0 R--rwd \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswData.dll
0x000000001fd8e748      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.4148_none_4bf5400abf9d60b7
0x000000001fd8e930      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd8eb18      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fd8eca0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd8ef80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7600.16385_none_ebf82fc36c758ad5
0x000000001fd8f228      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd8f590      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd8f7a8      7      0 R--rwd \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\1033\uiLangRes.dll
0x000000001fd8f930      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd8fab8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd8fc98      1      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\spmdb.dat
0x000000001fd8fdf0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd90e58      1      1 ------ \Device\Afd\Endpoint
0x000000001fd91468      6      0 R--r-d \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\aswJsFlt.dll
0x000000001fd919a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fd929a0      1      1 R--rw- \Device\HarddiskVolume1\Windows
0x000000001fd98cb8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7600.16385_none_ebf82fc36c758ad5
0x000000001fd9ab28      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\cmd.exe.mui
0x000000001fda46d8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fda4cf8      8      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\localedata_en.dll
0x000000001fda6ab8      6      0 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\SuggestedSites.dat
0x000000001fda8d58      1      1 ------ \Device\Afd\Endpoint
0x000000001fda97a8      3      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\fwelo.dll
0x000000001fdac650      6      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\IETldCache\Low\index.dat
0x000000001fdac878      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001fdb1038      2      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x000000001fdb11d8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdb13b8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdb15d0      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000001fdb1848      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000001fdb1a30      6      0 R--rwd \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\CommonRes.dll
0x000000001fdb1f80      6      0 R--r-- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Themes\TranscodedWallpaper.jpg
0x000000001fdb2038      1      1 ------ \Device\Afd\Endpoint
0x000000001fdb2330     10      0 RWD--- \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\lu4mq7.tmp\lu4mqb.tmp
0x000000001fdb23e8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fdb2978      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wwapi.dll
0x000000001fdb2a70      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\certprop.dll
0x000000001fdb2b68      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\pautoenr.dll
0x000000001fdb7db8      7      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\ariali.ttf
0x000000001fdb9180      1      1 ------ \Device\Afd\Endpoint
0x000000001fdba5c8      9      1 RWDrwd \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\~DF881A8849DF6AFCA7.TMP
0x000000001fdba938      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdbadf8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdbaf80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdbb038      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000001fdbb170      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msxml3r.dll
0x000000001fdbb358      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\odbcint.dll.mui
0x000000001fdbb578      6      1 R--r-- \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\resource\svten-US.res
0x000000001fdbb790      8      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\History\History.IE5\MSHist012013011220130113\index.dat
0x000000001fdbba00      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000001fdbbc48      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001fdbbe28     10      1 RW-r-- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Sticky Notes\StickyNotes.snt
0x000000001fdbcd38      1      1 R--rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\IQNJ6DHS\TheSerifOffice-TT7_[1].eot
0x000000001fdbd2b8      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msidle.dll
0x000000001fdbd4d8      1      1 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001fdbd6c0      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fdbd960      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fdbdae8      2      1 ------ \Device\NamedPipe\snx_sdesktop_pipe
0x000000001fdbdd88      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001fdbdf10      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdbe3e8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdbe720      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdbec70      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mssrch.dll
0x000000001fdbf0d8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca
0x000000001fdbf3e8     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fdbf550      2      1 RW-r-- \Device\HarddiskVolume1\Users\John Doe\Documents\Procedure Winpmemdump.odt
0x000000001fdbf7f0      2      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\wmploc.DLL.mui
0x000000001fdbfcd8     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MFC42u.dll.mui
0x000000001fdbff10      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\odbcint.dll
0x000000001fdc0530      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\odbc32.dll
0x000000001fdc28e8      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001fdc4038      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\dfrgui.lnk
0x000000001fdc8238      1      1 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log
0x000000001fdc82f0      1      1 R--r-- \Device\HarddiskVolume1\Program Files\AVAST Software\Avast\defs\13011200\aspColl.dll
0x000000001fdc9038      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\GameExplorer.lnk
0x000000001fdc9f80      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\TabTip.lnk
0x000000001fdca668      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdcb338      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001fdcb5e0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\NlsData0009.dll
0x000000001fdcb7f8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001fdcb980      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rundll32.exe
0x000000001fdcbb08      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WPDShServiceObj.dll
0x000000001fdcc9e0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ink\InkObj.dll
0x000000001fdcd038      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mapi32.dll
0x000000001fdce250      4      0 R--r-d \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\iexplore.exe
0x000000001fdd09e8      2      0 R--r-d \Device\HarddiskVolume1ﳰꌺsers\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\5OVMNIRD\main[1].js
0x000000001fdd2178      6      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\deploymentmisclo.dll
0x000000001fdd2230      4      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\store3.dll
0x000000001fdd2c78      8      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\icuuc49.dll
0x000000001fdd2d30      5      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\vcllo.dll
